title,website_url,homeschool_com_url,grades_or_ages,prices_mentioned,description
Hooda Math,https://www.hoodamath.com/,https://www.homeschool.com/resource-guide/hooda-math/,Pre-K - 12th Grade,Free,"Hooda Math is an online math game sight intended for kindergarten through high school. There are many games that involve subjects like addition, subtraction, multiplication, division, fractions, integers, and algebra."
StudyPad’s SplashMath,https://www.splashlearn.com/,https://www.homeschool.com/resource-guide/studypads-splashmath/,Pre-K - 12th Grade,$9.99-$29.99,The intent of SplashMath is to transform K-12 learning by making it fun and personalized for every child and to prepare them for skills required in the 21st-century. StudyPad's goal is to harness growth in education
Irish Themed Education Resources,https://www.celticlifeandheritage.org/,https://www.homeschool.com/resource-guide/irish-themed-education-resources/,4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Free online educational resources with an Irish Theme: - Education Modules with videos, presentations, activities, and handouts (upper grade school) - eBook: Through Time & Magic: An Irish Adventure (while"
Abeka Art Projects,http://www.abeka.com/,https://www.homeschool.com/resource-guide/a-beka-art-projects/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade,$16,"A Beka's Art Courses are available for Kindergarten -4th graders. Students will continue to work on developing motor skills that are needed as they draw, color, trace, print, cut & glue. This book correlates with"
Abeka High School Student Kit,http://www.abeka.com/,https://www.homeschool.com/resource-guide/a-beka-homeschool-student-kit/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$270-$410,"A Beka’s Homeschool High School Student Kit comes with everything you need to homeschool your child grades 7-12. (no parent books, only student books). Includes Literature books, Grammar & Composition books,"
Abeka Homeschool Bible Curriculum,https://www.homeschool.com/resource-guide/a-beka-homeschool-bible-curriculum/,https://www.homeschool.com/resource-guide/a-beka-homeschool-bible-curriculum/,Pre-K - 12th Grade,$17,"A Beka's Homeschool Bible Curriculum has the lesson plans for your student from K-12. Includes Scope & Sequence, tips for teaching Bible, Bible trivia questions, doctrinal drill questions, student texts for high"
Colorado Connections Academy,https://www.connectionsacademy.com/colorado-online-school,https://www.homeschool.com/resource-guide/colorado-connections-academy-2/,Pre-K - 12th Grade,Free,"Colorado Connections Academy is a tuition-free K-12 online public school for students across Colorado, through Mapleton Public Schools. All instructional materials are provided. Lessons are a blend of structure and"
California Connections Academy,https://www.connectionsacademy.com/california-online-school,https://www.homeschool.com/resource-guide/california-connections-academy/,Pre-K - 12th Grade,Free,"iQ Academy of California-Los Angeles is an online public school option for residents of five California counties (Central, Ventura, Los Angeles, Kern, Orange, and San Bernardino), using the K12 curriculum. It provides a"
CAVA,https://cava.k12.com/,https://www.homeschool.com/resource-guide/cava/,Pre-K - 12th Grade,Free,California Virtual Academies are a tuition-free public school option that uses the K12 curriculum to help students reach their true potential. Textbooks and instructional materials are provided. Core subjects are
Abeka History and Geography,http://www.abeka.com/,https://www.homeschool.com/resource-guide/a-beka-history-geography/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$43-$67,"A Beka's History/Geography Courses are available as kits that come with everything you need to homeschool your child in History/Geography - The student book, the Map Skills book & the Quiz and Test Book. Student"
Playing with Poetry: Discovery,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/playing-with-poetry-discovery-2/,4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$229,BraveWriter's Playing with Poetry: Discovery class is a family class designed to engage all family members in exploring and writing poetry of various types. Poetry Teatimes are introduced. Poetry is a rich source of
Penning the Past,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/penning-the-past-2/,10th Grade; 11th Grade; 12th Grade,$239,"BraveWriter's Penning the Past online class teaches students to blend fact with fiction to create lively historical fiction. They'll use techniques such as treasure hunting, character freewriting, and set-building to"
Passion for Fiction,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/passion-for-fiction-2/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$239,"BraveWriter's Passion for Fiction class is designed for students who already have a love for writing. Students will focus on various elements of fiction writing, including setting, character development, plot, dialog,"
Nature Journaling,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/nature-journaling-2/,5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$229,"BraveWriter's Nature Journaling is a family class - meaning the whole family signs up for one price! Encouraged to go outside daily with their journals, students learn to record observations made in nature. This class"
Movie Discussion Club,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/movie-discussion-club-2/,5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$129,"BraveWriter's online Movie Discussion Club encourages students to explore language by thinking and discussing rather than in formal reports. Students learn to access and voice their thoughts and ideas, which leads them"
MLA Research Essay,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/mla-research-essay-2/,11th Grade; 12th Grade,$349,"Open to high school juniors and seniors (or equivalent), BraveWriter's MLA Research Essay course teaches students to write a long-form persuasive essay. Using the MLA Handbook guidelines, students go through the steps"
Literary Analysis: Shakespeare,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/literary-analysis-shakespeare-2/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$249,"In BraveWriter's Literary Analysis: Shakespeare online class, students read and discuss Shakespeare's Romeo & Juliet. Students learn about life and time during which Shakespeare wrote, about the theatre scene and"
Literary Analysis: Animal Farm,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/literary-analysis-animal-farm-2/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$239,"In BraveWriter's Literary Analysis: Animal Farm online class, students read and discuss George Orwell's Animal Farm. Students learn about some of the historical context the fed into the novella while discussing"
Journaling Jumpstart,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/journaling-jumpstart-2/,5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$199,"BraveWriter's Journaling Jumpstart guides students to explore various journaling methods with an aim to build a foundation for continued journal writing. It is a jumping-off point for students interested in journaling,"
Groovy Grammar Workshop,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/groovy-grammar-workshop-2/,4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$229,"BraveWriter's Groovy Grammar Workshop is a family class - meaning parents are ""students"" of the class, too! The $229 enrollment fee is for the family - yes, that means multiple students for one price! This class is not"
FanFiction,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/fanfiction-2/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$239,"BraveWriter's Fan Fiction class offers students a chance to dig into this new writing genre. Students study various literary elements while practicing free writing, drafting, plot planning, and character development."
Expository Essay: Rhetorical Critique and Analysis,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/expository-essay-rhetorical-critique-and-analysis-2/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$299,"BraveWriter's Expository Essay: Rhetorical Critique & Analysis online class takes students beyond what is covered in the Exploratory & Persuasive Essay class. In this 6 week course, students will write a"
Expository Essay: Exploratory and Persuasive,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/expository-essay-exploratory-and-persuasive-2/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$299,BraveWriter excels at taking students from personal experience writing to academic writing. This 6-week Expository Essay: Exploratory and Persuasive covers both open and closed essay formats and helps students become
MobyMax Quick Checker,https://www.mobymax.com/quick-checker,https://www.homeschool.com/resource-guide/mobymax-quick-checker/,,Free,"With MobyMax, homeschooling parents can use this Quick Checker for a free assessment of their student’s knowledge, comprehension, and learning gaps!"
Seton Testing Services,https://www.setontesting.com/,https://www.homeschool.com/resource-guide/seton-testing-services/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"Whether you are an individual homeschooler, a private school, or home school group, Seton Testing Services provides affordable, nationally standardized ability and achievement tests, practice tests, and test prep"
Konos Homeschool Curriculum,https://konos.com/?v=7516fd43adaa,https://www.homeschool.com/resource-guide/konos/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,$1,"KONOS homeschool curriculum studies one character trait (unit) such as Attentiveness, Orderliness, Obedience, Honor, Trust, Wisdom, Honesty, Resourcefulness, and Cooperation for 1 to 2 months. Each unit integrates"
Masterbooks,https://www.masterbooks.com/,https://www.homeschool.com/resource-guide/masterbooks/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"For over 40 years, the mission of Master Books®, an imprint of New Leaf Publishing Group, has been “Ink on Paper to Impact Eternity.” With every book and homeschool resource we publish, our aim is to increase the"
Singapore Math,https://www.singaporemath.com/,https://www.homeschool.com/resource-guide/singapore-math/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade,$1,The Singapore math method is a highly effective teaching approach originally developed by Singapore’s Ministry of Education for Singapore public schools. The method has been widely adopted in various forms around the
